airport_name,airport_abbr,delay_sum,total_number_flights,perc_delay,avg_perc_delay,lat,lng
Medford Rogue Valley International Airport,MFR,950.0,4347.0,0.21854152288934897,0.20823556298332133,42.36833619999999,-122.8742933
Melbourne International Airport,MLB,463.03,2770.0,0.16715884476534296,0.20823556298332133,28.1012659,-80.645078
Memphis Airport,MEM,5805.96,27058.0,0.21457461748835835,0.20823556298332133,35.0420679,-89.9791729
Miami International Airport,MIA,18387.949999999997,94649.0,0.19427516402708953,0.20823556298332133,25.7958723,-80.2870509
Midamerica Airport,BLV,196.04000000000002,1063.0,0.18442144873000943,0.20823556298332133,38.5491996,-89.8216405
Midland International Airport,MAF,2357.9799999999996,9953.0,0.23691148397468095,0.20823556298332133,31.9417386,-102.2047497
Minneapolis/St. Paul International Airport,MSP,27862.070000000003,173738.0,0.1603683132072431,0.20823556298332133,44.8847554,-93.2222846
Minot International Airport,MOT,420.01,2487.0,0.1688821873743466,0.20823556298332133,48.25567119999999,-101.2882265
Missoula International Airport,MSO,608.01,3855.0,0.15771984435797665,0.20823556298332133,46.9185943,-114.0858752
Mobile Downtown Airport,BFM,31.009999999999998,108.0,0.2871296296296296,0.20823556298332133,30.6370652,-88.0788295
Mobile Regional Airport,MOB,1364.02,6049.0,0.22549512316085302,0.20823556298332133,30.692512,-88.24549359999999
Monroe Regional Airport,MLU,657.97,3229.0,0.20376896872096625,0.20823556298332133,32.51023110000001,-92.0436229
Monterey Peninsula Airport,MRY,965.99,4625.0,0.2088627027027027,0.20823556298332133,36.5871457,-121.8462322
Montgomery Regional Airport,MGM,786.9399999999999,4078.0,0.19297204512015692,0.20823556298332133,32.3050713,-86.3906353
Montrose Regional Airport,MTJ,436.0,1813.0,0.2404853833425262,0.20823556298332133,38.5003821,-107.8991394
Muskegon County Airport,MKG,260.01,788.0,0.32996192893401016,0.20823556298332133,43.1645753,-86.23798719999999
Myrtle Beach Airport,MYR,2465.0100000000007,12965.0,0.19012803702275363,0.20823556298332133,33.6822019,-78.92789429999999
Nantucket Memorial Airport,ACK,296.01,1320.0,0.22425,0.20823556298332133,41.2569516,-70.0637506
Nashville International Airport,BNA,17184.02,87102.0,0.1972861702371932,0.20823556298332133,36.126317,-86.67737129999999
Natrona County International Airport,CPR,118.98,1155.0,0.10301298701298701,0.20823556298332133,42.8972741,-106.46485
New Orleans International Airport,MSY,12715.949999999999,61608.0,0.2064009544215037,0.20823556298332133,29.9910905,-90.2592299
Newark Liberty International Airport,EWR,48368.06,148412.0,0.32590397002937765,0.20823556298332133,40.6895314,-74.1744624
Newport News/Williamsburg International Airport,PHF,456.99,2405.0,0.19001663201663202,0.20823556298332133,37.131667,-76.492778
"Niagara Falls, NY: Niagara Falls International",IAG,117.03,892.0,0.13119955156950672,0.20823556298332133,43.0902131,-79.0676409
Nome Airport,OME,123.99000000000001,782.0,0.15855498721227623,0.20823556298332133,64.5099347,-165.4435152
Norfolk International Airport,ORF,6179.0199999999995,26517.0,0.23302108081608022,0.20823556298332133,36.8956837,-76.2000161
North Bend Municipal Airport,OTH,160.01,438.0,0.36531963470319634,0.20823556298332133,43.4162233,-124.2492439
North Platte Regional Airport Lee Bird Field,LBF,141.0,675.0,0.2088888888888889,0.20823556298332133,41.1295674,-100.697989
Northwest Arkansas Regional Airport,XNA,3209.0300000000007,14612.0,0.21961606898439642,0.20823556298332133,36.2786587,-94.30429400000001
Oakland International Airport,OAK,10193.060000000001,57366.0,0.17768469128054948,0.20823556298332133,37.7125689,-122.2197428
Ogden-Hinckley Airport,OGD,31.0,114.0,0.2719298245614035,0.20823556298332133,41.1934195,-112.0089781
Ogdensburg International Airport,OGS,93.00999999999999,375.0,0.24802666666666665,0.20823556298332133,44.6820927,-75.47682979999999
Ontario International Airport,ONT,4642.08,23668.0,0.1961331755957411,0.20823556298332133,34.0559781,-117.598057
Orlando International Airport,MCO,33699.009999999995,151263.0,0.22278422350475657,0.20823556298332133,28.4311577,-81.308083
Orlando Sanford International Airport,SFB,2876.99,11005.0,0.2614257155838255,0.20823556298332133,28.7793906,-81.2356859
Outagamie County Regional Airport,ATW,894.04,4559.0,0.19610440886159244,0.20823556298332133,44.2602864,-88.51119299999999
Owensboro-Daviess County Airport,OWB,27.000000000000004,112.0,0.2410714285714286,0.20823556298332133,37.7463697,-87.1633877
Paducah Barkley Regional Airport,PAH,358.02,1246.0,0.2873354735152488,0.20823556298332133,37.0612439,-88.7675112
Palm Beach International Airport,PBI,6450.010000000001,26755.0,0.24107680807325738,0.20823556298332133,26.6857475,-80.0928165
